restName,dish_name,review
Korea Garden,spicy seafood soup with vegetables,"the chicken was something straight out of an Americanized Chinese take-out place, consisting of fried and breaded pieces smothered in a thick, sweet sauce with some vegetables sprinkled in for good measure."
Korea Garden,spicy seafood soup with vegetables,my favorite dish are korean pancakes and tofu and seafood stew.
Korea Garden,spicy seafood soup with vegetables,"spicy soup ,Shrimp fried rice and Teriyaki were so good."
Korea Garden,spicy seafood soup with vegetables,my favorite is the seafood pancake and bibimpap.
Korea Garden,spicy seafood soup with vegetables,their soup is fantastic!
Korea Garden,spicy seafood soup with vegetables,"I ordered the spicy soft tofu soup, as usual, and it turned out to be really good."
Korea Garden,spicy seafood soup with vegetables,it's this heavenly seafood broth that somehow has this smoky flavor to it... awesome.
Korea Garden,spicy seafood soup with vegetables,the kimchi is actually spicy and the spicy pork put a fire in my belly (in a good way).
Korea Garden,spicy seafood soup with vegetables,"waitress was nice, and gave us the heads up that the spicy seafood soup was large enough to share."
Korea Garden,spicy seafood soup with vegetables,"we also got the hot braised chicken, which is fried (not too greasy) and spicy enough to taste the flavor of the chicken."
Korea Garden,spicy seafood soup with vegetables,"we also got the seafood fried rice, which I like better than the Chinese version."
Korea Garden,spicy seafood soup with vegetables,"my companions ordered stews, one of which was the tofu and seafood stew, also excellent."
Korea Garden,spicy seafood soup with vegetables,not much seafood and bland soup base.
Korea Garden,spicy seafood soup with vegetables,"when I come here, I always get the Kkanpoongi (fried sweet, spicy chicken) and the Soondubu (soft tofu soup)."
Korea Garden,spicy seafood soup with vegetables,nice and spicy and hit my kimchi craving.
Korea Garden,spicy seafood soup with vegetables,seafood pancake was good.
Korea Garden,spicy seafood soup with vegetables,ordered an interesting cold beef soup with buckwheat noodles.
Korea Garden,spicy seafood soup with vegetables,"distant and pricey in comparison to Oishii; however, you get better environment and complimentary side dishes & soup."
Korea Garden,seafood fried rice,"the egg was nice and runny, perfect for piercing over the rice."
Korea Garden,seafood fried rice,it was merely a handful of rice cakes and the fish cakes were under cooked and really chewy.
Korea Garden,seafood fried rice,I ordered the beef short ribs which came with a few different side dishes (fresh and pickled vegetables) and rice.
Korea Garden,seafood fried rice,my husband isn't a fan of it so after it was served we asked for white rice.
Korea Garden,seafood fried rice,"the bulgogi bento box, well let's just say that the white rice was the best part of that meal."
Korea Garden,seafood fried rice,the seafood pancakes are good too.
Korea Garden,seafood fried rice,"the chicken was something straight out of an Americanized Chinese take-out place, consisting of fried and breaded pieces smothered in a thick, sweet sauce with some vegetables sprinkled in for good measure."
Korea Garden,seafood fried rice,my favorite dish are korean pancakes and tofu and seafood stew.
Korea Garden,seafood fried rice,"spicy soup ,Shrimp fried rice and Teriyaki were so good."
Korea Garden,seafood fried rice,my favorite is the seafood pancake and bibimpap.
Korea Garden,seafood fried rice,love the scorched rice at the bottom.
Korea Garden,seafood fried rice,their rice is also tasty as well.
Korea Garden,seafood fried rice,it's this heavenly seafood broth that somehow has this smoky flavor to it... awesome.
Korea Garden,seafood fried rice,the bulgogi was savory and delicious and the rice was perfect.
Korea Garden,seafood fried rice,"we also got the hot braised chicken, which is fried (not too greasy) and spicy enough to taste the flavor of the chicken."
Korea Garden,seafood fried rice,"we also got the seafood fried rice, which I like better than the Chinese version."
Korea Garden,seafood fried rice,"my companions ordered stews, one of which was the tofu and seafood stew, also excellent."
Korea Garden,seafood fried rice,not much seafood and bland soup base.
Korea Garden,seafood fried rice,"when I come here, I always get the Kkanpoongi (fried sweet, spicy chicken) and the Soondubu (soft tofu soup)."
Korea Garden,seafood fried rice,seafood pancake was good.
Korea Garden,shrimp fried rice,"the egg was nice and runny, perfect for piercing over the rice."
Korea Garden,shrimp fried rice,it was merely a handful of rice cakes and the fish cakes were under cooked and really chewy.
Korea Garden,shrimp fried rice,I ordered the beef short ribs which came with a few different side dishes (fresh and pickled vegetables) and rice.
Korea Garden,shrimp fried rice,my husband isn't a fan of it so after it was served we asked for white rice.
Korea Garden,shrimp fried rice,"the bulgogi bento box, well let's just say that the white rice was the best part of that meal."
Korea Garden,shrimp fried rice,"the chicken was something straight out of an Americanized Chinese take-out place, consisting of fried and breaded pieces smothered in a thick, sweet sauce with some vegetables sprinkled in for good measure."
Korea Garden,shrimp fried rice,"spicy soup ,Shrimp fried rice and Teriyaki were so good."
Korea Garden,shrimp fried rice,love the scorched rice at the bottom.
Korea Garden,shrimp fried rice,their rice is also tasty as well.
Korea Garden,shrimp fried rice,the bulgogi was savory and delicious and the rice was perfect.
Korea Garden,shrimp fried rice,"we also got the hot braised chicken, which is fried (not too greasy) and spicy enough to taste the flavor of the chicken."
Korea Garden,shrimp fried rice,"we also got the seafood fried rice, which I like better than the Chinese version."
Korea Garden,shrimp fried rice,"my only complaint was that the steak was well done; otherwise, the shrimp and mushrooms were good."
Korea Garden,shrimp fried rice,"when I come here, I always get the Kkanpoongi (fried sweet, spicy chicken) and the Soondubu (soft tofu soup)."
Katana,sushi and sashimi lunch special,"we recently moved to the area and are looking for amazing sushi, this wasn't it."
Katana,sushi and sashimi lunch special,all in all - some of the best sushi in the city and some delicious hibachi make this a worthwhile place to try - and help out.
Katana,sushi and sashimi lunch special,I would definitely come back here again and would love to try some sushi next time!
Katana,sushi and sashimi lunch special,the sushi and service are always pretty good.
Katana,sushi and sashimi lunch special,"the Chinese dishes and the sushi are not too bad, maybe a bit higher than average as far as Chinese-American dishes and sushi go."
Katana,sushi and sashimi lunch special,"overall, it's very clean, you'll get good service, and the Chinese food and sushi are decent."
Katana,sushi and sashimi lunch special,great sushi and awesome filet and chicken hibachi combo.
Katana,sushi and sashimi lunch special,"bento boxes, sushi, tempura, lo mein, mu shu, hot and sour soup - so many great options."
Katana,sushi and sashimi lunch special,i've also gotten sushi from here that was fresh tasting and generous.
Katana,sushi and sashimi lunch special,"the sushi was very good, price is very competitive with Little Tokyo just up the road, though could be considered a tad on the pricey side when compared to Sushi Kim in the Strip District."
Katana,sushi and sashimi lunch special,my sushi loving son and I were on our own on a Sunday night and decided to check out the new Katana Japanese.
Katana,sushi and sashimi lunch special,"me and my fiancé each got the ""all you can eat"" sushi, I love this!"
Katana,sushi and sashimi lunch special,"the sushi chef delivered my maki platter, which was a salmon roll (8 pcs), spicy tuna roll (6 pcs), and california roll (6 pcs) -- a pretty great deal for $13 and some change."
Katana,sushi and sashimi lunch special,lOVE their sushi.
Katana,sushi and sashimi lunch special,"another hidden gem in Dormont, Katana has the hibachi grills, handmade sushi, and (in my opinion) a great location - across from the Nissan dealership - AKA right by the Tstop."
Katana,sushi and sashimi lunch special,"i've tried both their hibachi and sushi - what can I say, I love the cuisine."
Katana,sushi and sashimi lunch special,sushi is always fresh and beautiful - a work of art presented to you on a plate that I find hard to consume... yet I'll attempt to work the chopsticks and dive right in!
Katana,sushi and sashimi lunch special,have been back two more times for the all you can eat sushi and it's still fantastic.
Katana,sushi and sashimi lunch special,"the sushi itself was pretty standard, and a bit dry."
Katana,sushi and sashimi lunch special,sushi is always made fresh to order and the side dishes set this place apart from other all-you-can-eat sushi places.
Katana,sushi and sashimi lunch special,I would not go back too many other way better sushi places in Pittsburgh to go to.
Katana,sushi and sashimi lunch special,"I have had the sushi on two of my trips and both times it was fresh, tasty, and presented nicely."
Katana,sushi and sashimi lunch special,beautiful sushi that was incredibly fresh and tasty.
Katana,sushi and sashimi lunch special,sushi is at times pretty good.
Katana,sushi and sashimi lunch special,"I cannot speak for the Sushi, other than everything that we had seen looked great."
Katana,sushi and sashimi lunch special,the sushi is FANTASTIC...especially the spicy crunchy tuna roll!
Katana,sushi and sashimi lunch special,the sushi was veery good as well.
Katana,sushi and sashimi lunch special,"in walking distance to my castle, and I love a good sushi."
Katana,sushi and sashimi lunch special,the sushi was average at best.
Katana,sushi and sashimi lunch special,"we both ended up with the lunch special and it turned out really, really good."
Katana,sushi and sashimi lunch special,$28 for terrible sushi and average hibachi.. Never again!
Katana,sushi and sashimi lunch special,if you like Sushi and have kids this an excellent choice because you can order sushi while taking the kids out for hibachi.
Katana,sushi and sashimi lunch special,"the sushi, tuna tartare, and the dessert were amazing as well."
Katana,sushi and sashimi lunch special,my husband and I went here for lunch today (Saturday) and had a really good experience.
Katana,sushi and sashimi lunch special,"we eat got sushi for lunch, rolls and nigiri and everything tasted fresh and delicious."
Katana,sushi and sashimi lunch special,best sushi in the Burgh and they deliver!
Katana,sushi and sashimi lunch special,the sushi served was of good quality and came out pretty quickly after we submitted our order.
Katana,sushi and sashimi lunch special,the sushi is also delicious.
Katana,sushi and sashimi lunch special,"the sushi chef did, though, and dunking our sushi into ponzu made it better."
Katana,sushi and sashimi lunch special,one because I love sushi and two because...
Katana,sushi and sashimi lunch special,I lOVE SUSHI!
Katana,sushi and sashimi lunch special,"you never know, when a new sushi joint pops up, if you'll experience the good or the bad."
Katana,sushi and sashimi lunch special,"in general I've found their appetizers to taste pretty ""meh"" and I admit that I don't particularly like their salads, which are very small and not always as tasty as what I'd find at other sushi restaurants."
Katana,sushi and sashimi lunch special,"everything we have had here is great, sushi, hibachi and appetizers."
Katana,sushi and sashimi lunch special,great place for sushi at a convenient location.
Katana,sushi and sashimi lunch special,"so....You want the best sushi in Pittsburgh, at the best price, in a nice and convenient location yet tucked away from the business of city and also want an option of an endless amount of sushi for an amount similar to what most people have available in their sofa at home?"
Katana,sushi and sashimi lunch special,"great sushi; fresh, expertly prepared and presented."
Katana,sushi appetizer,"we recently moved to the area and are looking for amazing sushi, this wasn't it."
Katana,sushi appetizer,all in all - some of the best sushi in the city and some delicious hibachi make this a worthwhile place to try - and help out.
Katana,sushi appetizer,I would definitely come back here again and would love to try some sushi next time!
Katana,sushi appetizer,"beginning our meal was an appetizer of steamed dumplings that were soft as butter, meaty as a Porterhouse steak, and as moist as mid-morning summer grass."
Katana,sushi appetizer,the sushi and service are always pretty good.
Katana,sushi appetizer,"the Chinese dishes and the sushi are not too bad, maybe a bit higher than average as far as Chinese-American dishes and sushi go."
Katana,sushi appetizer,"overall, it's very clean, you'll get good service, and the Chinese food and sushi are decent."
Katana,sushi appetizer,great sushi and awesome filet and chicken hibachi combo.
Katana,sushi appetizer,"bento boxes, sushi, tempura, lo mein, mu shu, hot and sour soup - so many great options."
Katana,sushi appetizer,i've also gotten sushi from here that was fresh tasting and generous.
Katana,sushi appetizer,"the sushi was very good, price is very competitive with Little Tokyo just up the road, though could be considered a tad on the pricey side when compared to Sushi Kim in the Strip District."
Katana,sushi appetizer,my sushi loving son and I were on our own on a Sunday night and decided to check out the new Katana Japanese.
Katana,sushi appetizer,"me and my fiancé each got the ""all you can eat"" sushi, I love this!"
Katana,sushi appetizer,"the sushi chef delivered my maki platter, which was a salmon roll (8 pcs), spicy tuna roll (6 pcs), and california roll (6 pcs) -- a pretty great deal for $13 and some change."
Katana,sushi appetizer,lOVE their sushi.
Katana,sushi appetizer,"another hidden gem in Dormont, Katana has the hibachi grills, handmade sushi, and (in my opinion) a great location - across from the Nissan dealership - AKA right by the Tstop."
Katana,sushi appetizer,"i've tried both their hibachi and sushi - what can I say, I love the cuisine."
Katana,sushi appetizer,sushi is always fresh and beautiful - a work of art presented to you on a plate that I find hard to consume... yet I'll attempt to work the chopsticks and dive right in!
Katana,sushi appetizer,have been back two more times for the all you can eat sushi and it's still fantastic.
Katana,sushi appetizer,"the sushi itself was pretty standard, and a bit dry."
Katana,sushi appetizer,sushi is always made fresh to order and the side dishes set this place apart from other all-you-can-eat sushi places.
Katana,sushi appetizer,I would not go back too many other way better sushi places in Pittsburgh to go to.
Katana,sushi appetizer,"I have had the sushi on two of my trips and both times it was fresh, tasty, and presented nicely."
Katana,sushi appetizer,beautiful sushi that was incredibly fresh and tasty.
Katana,sushi appetizer,sushi is at times pretty good.
Katana,sushi appetizer,"I cannot speak for the Sushi, other than everything that we had seen looked great."
Katana,sushi appetizer,the sushi is FANTASTIC...especially the spicy crunchy tuna roll!
Katana,sushi appetizer,the sushi was veery good as well.
Katana,sushi appetizer,"in walking distance to my castle, and I love a good sushi."
Katana,sushi appetizer,the sushi was average at best.
Katana,sushi appetizer,$28 for terrible sushi and average hibachi.. Never again!
Katana,sushi appetizer,if you like Sushi and have kids this an excellent choice because you can order sushi while taking the kids out for hibachi.
Katana,sushi appetizer,"the sushi, tuna tartare, and the dessert were amazing as well."
Katana,sushi appetizer,"we eat got sushi for lunch, rolls and nigiri and everything tasted fresh and delicious."
Katana,sushi appetizer,best sushi in the Burgh and they deliver!
Katana,sushi appetizer,the sushi served was of good quality and came out pretty quickly after we submitted our order.
Katana,sushi appetizer,the sushi is also delicious.
Katana,sushi appetizer,"the sushi chef did, though, and dunking our sushi into ponzu made it better."
Katana,sushi appetizer,one because I love sushi and two because...
Katana,sushi appetizer,I lOVE SUSHI!
Katana,sushi appetizer,"you never know, when a new sushi joint pops up, if you'll experience the good or the bad."
Katana,sushi appetizer,"in general I've found their appetizers to taste pretty ""meh"" and I admit that I don't particularly like their salads, which are very small and not always as tasty as what I'd find at other sushi restaurants."
Katana,sushi appetizer,"everything we have had here is great, sushi, hibachi and appetizers."
Katana,sushi appetizer,great place for sushi at a convenient location.
Katana,sushi appetizer,"so....You want the best sushi in Pittsburgh, at the best price, in a nice and convenient location yet tucked away from the business of city and also want an option of an endless amount of sushi for an amount similar to what most people have available in their sofa at home?"
Katana,sushi appetizer,"great sushi; fresh, expertly prepared and presented."
Katana,sushi lunch special,"we recently moved to the area and are looking for amazing sushi, this wasn't it."
Katana,sushi lunch special,all in all - some of the best sushi in the city and some delicious hibachi make this a worthwhile place to try - and help out.
Katana,sushi lunch special,I would definitely come back here again and would love to try some sushi next time!
Katana,sushi lunch special,the sushi and service are always pretty good.
Katana,sushi lunch special,"the Chinese dishes and the sushi are not too bad, maybe a bit higher than average as far as Chinese-American dishes and sushi go."
Katana,sushi lunch special,"overall, it's very clean, you'll get good service, and the Chinese food and sushi are decent."
Katana,sushi lunch special,great sushi and awesome filet and chicken hibachi combo.
Katana,sushi lunch special,"bento boxes, sushi, tempura, lo mein, mu shu, hot and sour soup - so many great options."
Katana,sushi lunch special,i've also gotten sushi from here that was fresh tasting and generous.
Katana,sushi lunch special,"the sushi was very good, price is very competitive with Little Tokyo just up the road, though could be considered a tad on the pricey side when compared to Sushi Kim in the Strip District."
Katana,sushi lunch special,my sushi loving son and I were on our own on a Sunday night and decided to check out the new Katana Japanese.
Katana,sushi lunch special,"me and my fiancé each got the ""all you can eat"" sushi, I love this!"
Katana,sushi lunch special,"the sushi chef delivered my maki platter, which was a salmon roll (8 pcs), spicy tuna roll (6 pcs), and california roll (6 pcs) -- a pretty great deal for $13 and some change."
Katana,sushi lunch special,lOVE their sushi.
Katana,sushi lunch special,"another hidden gem in Dormont, Katana has the hibachi grills, handmade sushi, and (in my opinion) a great location - across from the Nissan dealership - AKA right by the Tstop."
Katana,sushi lunch special,"i've tried both their hibachi and sushi - what can I say, I love the cuisine."
Katana,sushi lunch special,sushi is always fresh and beautiful - a work of art presented to you on a plate that I find hard to consume... yet I'll attempt to work the chopsticks and dive right in!
Katana,sushi lunch special,have been back two more times for the all you can eat sushi and it's still fantastic.
Katana,sushi lunch special,"the sushi itself was pretty standard, and a bit dry."
Katana,sushi lunch special,sushi is always made fresh to order and the side dishes set this place apart from other all-you-can-eat sushi places.
Katana,sushi lunch special,I would not go back too many other way better sushi places in Pittsburgh to go to.
Katana,sushi lunch special,"I have had the sushi on two of my trips and both times it was fresh, tasty, and presented nicely."
Katana,sushi lunch special,beautiful sushi that was incredibly fresh and tasty.
Katana,sushi lunch special,sushi is at times pretty good.
Katana,sushi lunch special,"I cannot speak for the Sushi, other than everything that we had seen looked great."
Katana,sushi lunch special,the sushi is FANTASTIC...especially the spicy crunchy tuna roll!
Katana,sushi lunch special,the sushi was veery good as well.
Katana,sushi lunch special,"in walking distance to my castle, and I love a good sushi."
Katana,sushi lunch special,the sushi was average at best.
Katana,sushi lunch special,"we both ended up with the lunch special and it turned out really, really good."
Katana,sushi lunch special,$28 for terrible sushi and average hibachi.. Never again!
Katana,sushi lunch special,if you like Sushi and have kids this an excellent choice because you can order sushi while taking the kids out for hibachi.
Katana,sushi lunch special,"the sushi, tuna tartare, and the dessert were amazing as well."
Katana,sushi lunch special,my husband and I went here for lunch today (Saturday) and had a really good experience.
Katana,sushi lunch special,"we eat got sushi for lunch, rolls and nigiri and everything tasted fresh and delicious."
Katana,sushi lunch special,best sushi in the Burgh and they deliver!
Katana,sushi lunch special,the sushi served was of good quality and came out pretty quickly after we submitted our order.
Katana,sushi lunch special,the sushi is also delicious.
Katana,sushi lunch special,"the sushi chef did, though, and dunking our sushi into ponzu made it better."
Katana,sushi lunch special,one because I love sushi and two because...
Katana,sushi lunch special,I lOVE SUSHI!
Katana,sushi lunch special,"you never know, when a new sushi joint pops up, if you'll experience the good or the bad."
Katana,sushi lunch special,"in general I've found their appetizers to taste pretty ""meh"" and I admit that I don't particularly like their salads, which are very small and not always as tasty as what I'd find at other sushi restaurants."
Katana,sushi lunch special,"everything we have had here is great, sushi, hibachi and appetizers."
Katana,sushi lunch special,great place for sushi at a convenient location.
Katana,sushi lunch special,"so....You want the best sushi in Pittsburgh, at the best price, in a nice and convenient location yet tucked away from the business of city and also want an option of an endless amount of sushi for an amount similar to what most people have available in their sofa at home?"
Katana,sushi lunch special,"great sushi; fresh, expertly prepared and presented."
B52 Cafe,falafel salad,baba ganoush was delicious and falafel was good.
B52 Cafe,falafel salad,the falafel was superb.
B52 Cafe,falafel salad,had the falafel sammy/wrap which was super tasty and filling.
B52 Cafe,falafel salad,"we also shared the seitan sausage, hummus, baba ghanoush, and falafel - all incredible and very fresh."
B52 Cafe,falafel salad,I would highly recommend the falafel and the cookies.
B52 Cafe,falafel salad,my husband said the falafel sandwich was not very well balanced: some parts had too little veggies to balance out the falafel.
B52 Cafe,falafel salad,I ordered the falafel wrap and it was so good.
B52 Cafe,falafel salad,"I was finally able to enjoy lunch there recently with a friend, and the falafel salad was just out of this world."
B52 Cafe,falafel salad,four generous falafel balls sat perched on top of a Mediterranean slaw + greens + tahini dressing + pickled goodies... ahhhh.
B52 Cafe,falafel salad,"seriously, this salad might have made my top 10 ""must eat in Pittsburgh"" list."
B52 Cafe,falafel salad,"we also shared the seitan sausage, hummus, baba ghanoush, and falafel - all incredible and very fresh."
B52 Cafe,falafel salad,I also love the Falafel salad.
B52 Cafe,falafel salad,"while the falafel is good, I also can't get enough of the pickled turnips, which they actually sell sometimes as a grab and go item."
B52 Cafe,falafel salad,"I have to echo other reviewers here, it was one of the best falafel sandwiches that I've tried."
B52 Cafe,falafel salad,"I will definitely be back to try all of the other things that looked great (cashew cheese flatbread, avocado toast, falafel, and many others)."
B52 Cafe,falafel sandwich,baba ganoush was delicious and falafel was good.
B52 Cafe,falafel sandwich,the falafel was superb.
B52 Cafe,falafel sandwich,had the falafel sammy/wrap which was super tasty and filling.
B52 Cafe,falafel sandwich,"we also shared the seitan sausage, hummus, baba ghanoush, and falafel - all incredible and very fresh."
B52 Cafe,falafel sandwich,I would highly recommend the falafel and the cookies.
B52 Cafe,falafel sandwich,"seitan Shwarma, the thinnest-sliced seitan and crunchy pickled turnips make for a filling and flavorful sandwich."
B52 Cafe,falafel sandwich,"for main course, I had the onion flat bread and he had the falafel sandwich."
B52 Cafe,falafel sandwich,my husband said the falafel sandwich was not very well balanced: some parts had too little veggies to balance out the falafel.
B52 Cafe,falafel sandwich,I ordered the falafel wrap and it was so good.
B52 Cafe,falafel sandwich,four generous falafel balls sat perched on top of a Mediterranean slaw + greens + tahini dressing + pickled goodies... ahhhh.
B52 Cafe,falafel sandwich,"we also shared the seitan sausage, hummus, baba ghanoush, and falafel - all incredible and very fresh."
